"1","89","50","5","60.91","True","2023-10-12 06:55:49"
"1","58","1775","4","94.73","True","2023-10-19 00:33:50"
"1","67","1113","2","86.01","True","2023-10-08 03:30:51"
"1","89","314","10","94.39","True","2023-10-11 20:26:14"
"1","9","1599","3","69.17","True","2023-10-08 09:25:49"
"1","67","249","9","17.05","True","2023-10-10 08:00:11"
"2","22","482","4","99.04","True","2023-01-29 04:30:11"
"2","8","577","10","96.19","True","2023-02-01 17:30:29"
"2","92","856","6","60.32","True","2023-01-20 07:09:34"
"2","93","1329","10","99.70","True","2023-01-21 14:34:52"
"2","1","1307","10","73.74","True","2023-01-23 17:33:24"
"2","84","100","6","73.78","True","2023-01-30 05:06:44"
"2","8","319","1","17.91","True","2023-01-23 01:10:33"
"3","73","789","2","64.83","True","2023-09-10 08:27:49"
"3","87","740","3","81.95","True","2023-09-15 18:29:49"
"3","24","1609","7","73.27","True","2023-09-16 13:22:47"
"3","24","1770","2","62.28","True","2023-09-22 01:37:50"
"3","73","1989","8","35.32","True","2023-09-16 15:20:38"
"3","92","881","5","86.62","True","2023-09-10 19:07:29"
"4","91","1971","6","81.14","True","2023-09-05 15:13:13"
"4","93","466","6","38.43","True","2023-09-07 23:08:54"
"4","84","1760","4","19.02","True","2023-09-07 06:36:50"
"5","41","1563","10","63.83","True","2023-11-25 22:17:53"
"5","16","1642","1","42.93","True","2023-11-29 01:42:24"
"5","11","1225","4","84.57","True","2023-12-02 20:48:53"
"5","1","1944","4","53.68","True","2023-11-24 11:50:55"
"6","22","127","6","19.05","True","2023-02-08 20:21:18"
"6","11","1142","4","81.44","True","2023-02-19 10:33:44"
"7","93","1713","6","72.64","True","2023-02-07 02:23:54"
"8","78","800","9","79.33","True","2023-04-04 12:23:05"
"8","93","165","9","18.32","True","2023-04-13 04:06:36"
"8","1","287","2","19.84","True","2023-04-10 03:39:18"
"8","84","1257","5","100.00","True","2023-04-10 15:32:59"
"8","44","1876","7","31.68","True","2023-04-14 17:22:19"
"8","44","1140","5","27.25","True","2023-04-05 02:02:32"
"9","58","700","1","38.80","True","2022-12-14 12:24:46"
"9","3","1270","9","35.17","True","2022-12-19 10:16:29"
"9","34","1678","2","96.09","True","2022-12-13 23:50:03"
"9","40","799","6","24.60","True","2022-12-12 22:50:57"
"10","1","688","8","52.26","True","2023-09-17 12:50:36"
"10","22","770","2","91.43","True","2023-09-05 23:44:54"
"10","1","1887","2","67.22","True","2023-09-05 23:21:26"
"11","52","286","1","23.99","True","2023-10-20 03:23:33"
"11","71","1524","2","10.91","True","2023-10-21 04:03:59"
"11","72","1415","4","52.33","True","2023-10-16 14:45:22"
"11","3","1372","1","32.39","True","2023-10-18 03:22:53"
"12","11","1944","7","88.03","True","2023-04-11 04:05:41"
"12","41","1602","5","15.89","True","2023-04-09 11:53:28"
"12","22","44","7","63.32","True","2023-04-09 07:10:23"
"12","91","675","3","23.56","True","2023-04-06 11:27:00"
"12","11","1307","7","45.81","True","2023-04-07 06:04:54"
"12","84","1926","7","42.64","True","2023-04-03 09:04:51"
"12","9","671","2","53.89","True","2023-04-12 04:26:33"
"13","44","96","9","14.58","True","2023-07-28 11:44:24"
"13","44","1581","10","49.04","True","2023-07-25 12:11:28"
"13","44","1258","3","76.00","True","2023-07-25 18:41:19"
"13","72","1826","2","80.48","True","2023-08-01 21:10:48"
"14","89","1076","7","74.96","True","2023-01-06 00:45:27"
"14","72","209","10","37.31","True","2022-12-31 07:20:26"
"14","90","178","8","95.20","True","2023-01-04 12:38:47"
"14","1","970","6","49.77","True","2023-01-07 01:55:10"
"14","92","1835","1","90.87","True","2022-12-29 23:47:27"
"14","22","1164","10","17.68","True","2023-01-06 16:02:18"
"14","3","1969","2","57.32","True","2022-12-31 04:45:48"
"14","72","1422","10","62.99","True","2023-01-06 05:42:37"
"14","8","425","3","12.24","True","2023-01-03 21:31:33"
"15","40","1768","8","39.28","True","2023-01-12 13:12:02"
"15","3","1559","4","66.15","True","2023-01-13 14:15:44"
"15","24","612","10","26.31","True","2023-01-15 06:34:26"
"15","72","217","2","77.55","True","2023-01-04 06:56:09"
"15","71","1905","1","52.70","True","2023-01-11 21:28:02"
"16","40","125","7","21.08","True","2023-10-30 13:21:43"
"16","67","1668","7","42.71","True","2023-11-04 03:48:29"
"16","60","1160","7","34.44","True","2023-11-02 21:55:57"
"16","93","745","7","99.14","True","2023-10-31 21:51:38"
"17","89","1887","8","15.30","True","2023-01-26 06:12:54"
"17","8","1522","3","78.13","True","2023-01-25 12:27:40"
"17","87","965","4","36.27","True","2023-02-04 01:34:38"
"17","67","161","9","39.94","True","2023-01-26 11:13:00"
"17","52","248","6","31.19","True","2023-02-05 04:15:21"
"17","17","1339","10","69.36","True","2023-01-26 03:06:32"
"17","91","824","9","84.03","True","2023-02-04 16:21:24"
"17","58","169","8","60.14","True","2023-01-29 22:46:21"
"17","67","630","10","23.85","True","2023-02-08 00:16:49"
"17","3","1768","10","37.26","True","2023-02-02 18:35:16"
"18","58","180","8","15.33","True","2023-09-16 04:32:35"
"18","8","1070","6","98.17","True","2023-09-17 10:09:48"
"18","41","246","6","82.15","True","2023-09-17 04:30:19"
"18","72","1404","3","45.77","True","2023-09-24 13:53:38"
"18","91","251","9","74.96","True","2023-09-17 21:45:47"
"18","66","1994","8","33.17","True","2023-09-17 12:28:42"
"18","40","265","7","67.30","True","2023-09-25 11:21:33"
"18","52","38","4","85.69","True","2023-09-24 10:48:54"
"18","92","1971","6","84.66","True","2023-09-20 05:33:01"
"18","16","1095","9","44.48","True","2023-09-25 16:44:19"
"19","8","967","2","14.98","True","2023-09-30 12:22:07"
"19","66","136","4","76.39","True","2023-10-10 08:28:13"
"19","87","731","1","87.06","True","2023-10-10 04:16:22"
"19","9","925","2","70.44","True","2023-10-08 05:05:32"
"19","72","1533","6","24.49","True","2023-10-09 14:42:45"
"19","3","1974","6","22.39","True","2023-09-30 13:20:24"
"19","71","91","3","69.86","True","2023-10-08 22:04:53"
"19","9","408","6","37.30","True","2023-09-28 21:46:39"
"20","24","1764","5","17.30","True","2023-02-16 08:36:38"
"20","91","1239","6","17.14","True","2023-02-23 09:35:25"
"20","34","1944","6","24.84","True","2023-02-18 01:34:43"
"21","87","1366","4","60.66","True","2023-05-22 17:00:43"
"21","93","710","5","37.27","True","2023-05-20 16:37:49"
"22","91","1660","8","32.70","True","2023-08-01 05:43:34"
"22","96","1276","9","38.64","True","2023-08-06 11:32:59"
"22","84","1036","10","23.18","True","2023-08-03 12:19:49"
"22","11","914","1","23.74","True","2023-08-05 20:27:02"
"23","52","1759","6","27.12","True","2023-12-05 21:41:42"
"23","78","787","9","51.84","True","2023-11-27 21:31:32"
"23","41","1730","1","74.77","True","2023-12-05 01:31:12"
"23","8","1860","6","26.56","True","2023-11-27 13:52:34"
"23","17","428","2","25.75","True","2023-12-05 07:26:52"
"23","3","1941","10","75.41","True","2023-12-06 04:26:43"
"23","84","38","1","31.44","True","2023-11-29 23:30:23"
"23","41","1654","4","11.10","True","2023-11-23 04:38:07"
"23","40","1064","4","17.97","True","2023-12-02 13:50:09"
"23","5","1638","10","74.23","True","2023-12-03 10:25:51"
"24","78","314","2","55.46","True","2023-12-03 23:47:36"
"24","84","1871","2","72.81","False","2023-12-06 07:17:40"
"24","52","642","3","72.42","True","2023-12-06 15:47:58"
"24","11","1566","6","93.60","True","2023-12-09 11:31:22"
"24","1","1564","3","60.76","True","2023-12-07 10:12:51"
"24","17","307","7","54.32","False","2023-12-08 08:49:22"
"24","89","1002","4","94.34","False","2023-12-09 04:49:29"
"25","24","1603","8","81.00","True","2023-12-01 22:00:24"
"25","24","551","4","22.29","True","2023-11-24 19:22:22"
"25","16","1170","3","62.31","True","2023-12-01 12:36:19"
"25","8","506","1","20.86","True","2023-11-19 18:32:14"
"26","11","151","7","73.15","True","2022-12-27 17:54:11"
"26","8","111","5","65.49","True","2022-12-22 05:54:10"
"26","96","1361","3","85.33","True","2022-12-20 03:28:23"
"26","58","561","9","36.28","True","2022-12-28 05:01:32"
"26","73","1515","9","16.22","True","2022-12-21 17:57:18"
"26","1","1507","9","72.33","True","2022-12-25 05:26:48"
"26","16","725","1","26.85","True","2022-12-20 08:45:08"
"26","71","921","3","33.90","True","2022-12-19 04:30:17"
"27","89","72","9","74.38","True","2023-03-09 23:07:14"
"27","3","1351","1","57.79","True","2023-03-07 10:27:44"
"27","72","725","7","40.06","True","2023-03-09 09:16:49"
"27","84","1990","7","11.90","True","2023-03-08 22:42:59"
"27","58","1606","4","56.91","True","2023-03-12 12:34:46"
"27","44","87","7","92.87","True","2023-03-17 21:14:34"
"28","16","1772","7","84.34","False","2023-12-06 18:21:53"
"28","22","1614","2","25.57","False","2023-12-05 18:08:28"
"28","60","1507","5","54.41","False","2023-12-05 16:53:27"
"28","8","739","9","47.60","False","2023-12-08 00:51:34"
"28","96","576","5","33.69","True","2023-12-08 07:23:04"
"28","3","1720","7","46.37","True","2023-12-09 16:05:37"
"28","89","884","5","19.35","True","2023-12-06 06:29:28"
"28","92","258","9","35.60","False","2023-12-05 05:56:15"
"28","3","1989","6","70.63","False","2023-12-07 21:35:01"
"28","58","387","5","12.96","False","2023-12-09 00:31:05"
"29","52","1992","7","48.00","True","2023-03-06 15:42:06"
"29","71","1396","6","41.92","True","2023-03-07 12:22:26"
"30","11","24","9","52.31","True","2023-04-08 16:16:23"
"30","9","1490","6","35.03","True","2023-04-06 18:26:12"
"30","11","1564","7","96.00","True","2023-04-01 00:21:57"
"30","5","1206","1","21.23","True","2023-04-01 17:43:42"
"30","17","715","3","37.10","True","2023-03-29 14:39:48"
"31","40","607","10","33.14","True","2023-04-30 21:59:25"
"31","60","1143","1","39.22","True","2023-05-05 01:42:58"
"31","92","364","7","93.43","True","2023-04-29 18:35:44"
"31","93","36","9","50.26","True","2023-04-27 13:46:43"
"31","44","534","8","44.72","True","2023-04-25 14:25:51"
"32","17","1423","3","38.70","True","2023-06-18 07:16:49"
"32","92","1484","6","41.08","True","2023-06-07 22:23:30"
"32","89","587","3","24.49","True","2023-06-15 08:15:41"
"32","72","1869","1","38.56","True","2023-06-14 12:31:33"
"32","40","254","10","57.28","True","2023-06-10 06:49:11"
"33","66","838","2","78.41","True","2023-07-23 21:22:32"
"33","22","603","7","75.88","True","2023-07-28 12:13:26"
"33","52","1567","2","47.50","True","2023-07-22 04:36:58"
"33","96","1223","8","82.87","True","2023-07-28 14:16:54"
"33","3","1359","6","57.60","True","2023-07-22 16:26:13"
"33","67","820","8","37.88","True","2023-08-02 05:36:11"
"33","34","880","1","80.36","True","2023-07-28 07:43:48"
"33","71","38","6","27.33","True","2023-07-28 06:12:30"
"33","91","1148","7","45.58","True","2023-07-29 15:04:53"
"33","91","1921","7","60.04","True","2023-07-22 14:34:10"
"34","24","1455","1","25.55","True","2023-08-12 08:57:53"
"34","41","1436","3","56.91","True","2023-08-15 23:02:06"
"34","24","1236","10","32.56","True","2023-08-11 06:11:56"
"34","40","64","7","48.76","True","2023-08-14 09:38:10"
"34","40","250","10","83.08","True","2023-08-13 09:18:47"
"35","1","319","1","15.78","True","2023-05-24 12:14:37"
"35","92","849","10","73.75","True","2023-05-26 20:13:43"
"35","5","1367","1","30.12","True","2023-05-16 13:07:38"
"35","60","1489","10","70.86","True","2023-05-22 02:19:33"
"35","34","1867","6","35.46","True","2023-05-28 03:20:28"
"35","24","873","4","92.69","True","2023-05-30 06:58:42"
"35","72","1237","2","36.85","True","2023-05-18 07:31:48"
"35","17","190","4","39.58","True","2023-05-23 00:13:28"
"35","44","1734","7","64.38","True","2023-05-16 16:39:58"
